noticeIdentifier,noticeVersion,contractIdentifier,changeNoticeVersionIdentifier,changeReasonCode,changeReasonDescription
b86b2a2d-f22f-4843-9c9e-47873e5a5838,01,,451e6abf-94ad-4d33-8682-87ae733c9db1-01,cor-buy,"Korrektur und Ergänzung der Vergabeunterlagen, Beantwortung von Bieterfragen."
5d148dca-836a-4cbe-8ad5-ef933ebbaa3b,01,,50de7abc-8ddc-42cc-942d-499c2b322271-01,update-add,Addition of information to the tender documents and the contract notice regarding the notification and declaration obligations under Regulation (EU) 2022/2560 on foreign subsidies distorting the internal market (Foreign Subsidies Regulation – FSR).
9847632d-4a97-4aaa-ad2a-30e63db92be3,01,,43f8a49e-91f5-4bcc-988f-c5d3138f46a5-01,update-add,
01a0a444-1c07-471e-b755-941f4becd2ee,01,,01a06220-073c-4185-a3ac-033e6d8d32d1-01,update-add,
c5130c2b-46f7-4e0e-9809-68b19283cd29,01,,86580a8f-3106-414e-b1b6-08b46eadff93-01,update-add,Fristanpassung aufgrund der Nachfrage eines Bieters.
0430fc54-6625-452c-aaf0-0a8cbd97d010,01,CON-0001,ac3b476f-af15-408d-9ebf-4b223bbf9104-01,add-wss,"42:
Ein Unternehmerwechsel im laufenden Prozess der Vorbereitung der Ausführungsplanung sowie die Bauausfürhung war aufgund der engen und vorgegebenen Terminschienen nicht möglich. Der Einsatz von Dritte Firmen in diesem Bereich ist aufgrund der beengten verfugbaren Platzes zwischen die Gleise unmöglich. Ergänzend würden aus einem Unternehmerwechsel zusätzliche Verzögerungen resultieren, die mit Blick auf den erforderlichen Abschluss des Projekts und Fertigstellung der Bauarbeiten kritisch ist. Die Bauarbeiten sind mit feste Gleissperrungen eingebunden. Eine Verlängerung der Sperrpausen ist aus betribliche Gründen nicht möglich.

44:
Ein Unternehmerwechsel im laufenden Prozess der Vorbereitung der Ausführungsplanung sowie die Bauausfürhung war aufgund der engen und vorgegebenen Terminschienen nicht möglich. Der Einsatz von Dritte Firmen in diesem Bereich ist aufgrund der beengten verfugbaren Platzes zwischen die Gleise unmöglich. Ergänzend würden aus einem Unternehmerwechsel zusätzliche Verzögerungen resultieren, die mit Blick auf den erforderlichen Abschluss des Projekts und Fertigstellung der Bauarbeiten kritisch ist. Die Bauarbeiten sind mit feste Gleissperrungen eingebunden. Eine Verlängerung der Sperrpausen ist aus betribliche Gründen nicht möglich."
da4582b1-8a28-481e-83a6-878d3f239556,01,CON-0001,9e194682-9985-4ec3-8852-739101a179d4-01,add-wss,"024: Ein Wechsel des AN würde erheblichen Mehraufwand und Verzögerungen im Leistungsablauf verursachen. Ein neuer
Auftragnehmer müsste sich erst in die vorhandenen komplexen Unterlagen und in den Sachstand einarbeiten, dann die Lücken
feststellen und bearbeiten. Dabei könnte nicht ausgeschlossen werden, dass dann wieder Widersprüche oder Lücken auftreten."
dc92350b-924f-472a-8ea4-53cee8ca4be7,01,,a0e6c56b-ceda-49e2-8241-26f8c51bdb97-01,update-add,terminliche Gründe
0ae13d17-8a39-4471-8be3-4cd0f7b60d7f,01,,c0d97e2f-b14b-4cb9-ab75-333ef96652c2-01,cor-buy,Änderung der Deckungssummen für die Berufshaftpflichtversicherung
e6363aeb-0f90-4733-b245-4001b55ec7e6,01,CON-0001,346150-2023,add-wss,"26-2026:
Im Zuge der Ausführung der vertraglich vereinbarten Leistungen für die Gleiserneuerung zwischen Neustadt-Glewe und Parchim ist der bereits gebundene AN für die Ausführung der Tiefbauleistungen komplett eingerichtet. Kosten für Anfahrt/ Baustelleneinrichtung entfallen, die Gewährleistung liegt in seinem Verantwortungsbereich somit und stellen die wirtschaftlichste Lösung der Ausführung dar."
95906661-a883-4219-9c5f-e89d254ce70b,01,CON-0001,8513e37f-fc7b-4999-9d53-c472a1abc8fb-01,add-wss,"2:
Die Notwendigkeit der zusätzlichen Leistung konnte bei Ausschreibung und Vertragsabschluss objektiv nicht vorhergesehen werden. Die Schadschwellen traten erst während der Ausführung zutage und wurden durch die Bauüberwachung bestätigt.

Inhalt des HV Bauüberwachungsleistungen für Bauarbeiten auf der Strecke 6343 u.a. zwischen Riestedt und dem Bf Sangerhausen. Der Wechsel der Schadschwellen soll in ebendiesem Bereich erfolgen und steht damit in unmittelbarem Zusammenhang mit dem bereits beauftragten Leistungen der Bauüberwachung für Oberbaumaßnahmen."
6022c182-3498-4ed0-9f3e-56e8ed37b231,01,,ae603f21-ea6c-4ab2-a714-91fce8309f6a-01,cor-pub,Verlängerung der Angebotsfrist
de65c969-dd52-4814-9c62-5b1b54856a7a,01,,17d4078d-8947-4f8e-91b2-399bd43e1b19-01,cor-pub,Weitergehende Erläuterungen zur Beschreibung der Beschaffungsmaßnahme
b8978155-5df0-4743-a47b-17b326208f78,01,,44b928d1-80eb-42b7-8590-ec3d15823a03-01,cor-buy,
0cd5762f-6d15-42d5-bb02-89240c990c72,01,,6774d70f-a08b-41ab-821a-56139be3758a-01,cor-buy,die Fristen ( Angebotsabfagefrist und Bindefrist) wurde verlängert
8850e2ed-8211-4877-8ce3-ab6cabf3515f,01,,89d58124-5ed5-4a06-9a98-1954e5a69cd7-01,update-add,
ea0e049a-a32c-4310-aeb3-6f1f61ea8b6c,01,CON-0001,526645-2018,add-wss,"NT-04:
BVB Leistungen nach VV-Bau für die VE41 (Rohnabu Haltepunkt Marienhof) sind weiter fortzuführen, da im Zuge der Projektabwicklung zusätzliche prüf-und freigabepflichtige Ausführungsunterlagen anfallen. Bis Ende 2028 sind voraussichtlich rund 1.900 zusätzliche Pläne gemäß VV-Bau zu prüfen und freizugeben."
ec8e8be2-d6eb-4729-8d2d-09bbef6c68a8,01,,b25c315f-76fd-4b19-926f-edee12406148-01,update-add,Die Vergabeunterlagen wurden aktualisiert. Bitte beachten Sie die überarbeitete Fassung des Leistungsverzeichnisses sowie die Bieterinformation 07.
bcc8ba50-6f9a-4203-b1b0-8e47f17b1d21,01,,4e895ce9-3f20-4d77-81b4-ef0af43f05da-01,update-add,Terminverschiebung für die Vergleichsvorführung
6567e7d7-a73f-4743-95cc-1d79924e3da6,01,CON-0001,76d4cf28-2ce0-455f-9f46-bfad84543010-01,add-wss,"091 - Ein Wechsel des AN ist aus technischer Sicht nicht möglich, da ohnehin erforderlichen Arbeiten an der Speiseleitung in der Augustsperrpause durch den AN durchgeführt werden; eine anderweitige Vergabe dieser Leistung würde zu erheblichen Verzögerungen führen. Denn zum einen würde eine weitere Sperrpause erforderlich und zum anderen besteht das Erfordernis einer zeitnahen Umsetzung, da Regelkonformität gewährleistet werden muss.
74 - Ein Wechsel des AN ist aus wirtschaftlicher Sicht unmöglich, da die Entsorgung von Abfällen der Materialklasse BM-0 für lediglich eine geringe Anzahl von Haufwerken vorgenommen wird. Im Übrigen bleibt die Leistung in Bezug auf Entsorgung und Transport von Abfällen dieselbe. Es handelt sich mithin um eine (geänderte) Leistung von geringfügigem Umfang im Vergleich zu der Gesamtleistung, die auf effektivere Weise vom AN umgesetzt werden kann. Denn auch die Deklarationsanalyse sowie das Entsorgungskonzept werden AN-seitig veranlasst, sodass der AN die Entsorgung und Transport von Abfällen gesamtheitlich zu erbringen hat. Somit würde die Vergabe an einen anderen AN den Projektablauf erheblich stören, was in Anbetracht der geringen Änderung der Leistung nicht gerechtfertigt ist.
73 - Ein Wechsel des AN ist aus wirtschaftlicher Sicht unmöglich, da die Entsorgung von Abfällen der Materialklasse BM-0 lediglich für drei Haufwerke vorgenommen wird. Im Übrigen bleibt die Leistung in Bezug auf Entsorgung und Transport von Abfällen dieselbe. Es handelt sich mithin um eine (geänderte) Leistung von geringfügigem Umfang im Vergleich zu der Gesamtleistung, die auf effektivere Weise vom AN umgesetzt werden kann. Denn auch die Deklarationsanalyse sowie das Entsorgungskonzept werden AN-seitig veranlasst, sodass der AN die Entsorgung und Transport von Abfällen gesamtheitlich zu erbringen hat. Somit würde die Vergabe an einen anderen AN den Projektablauf erheblich stören, was in Anbetracht der geringen Änderung der Leistung nicht gerechtfertigt ist."
ed6675ff-7b24-4be8-8fe8-77d6714633f2,01,,08efd79b-9b5c-4899-857f-98c2ecde975d-01,update-add,Die Angebots- und Bindefrist verlängert sich jeweils um eine Woche.
326d396e-a357-4ff6-8360-829eeff56814,01,,e9872159-7c98-496d-9075-5e0c5cd3bc5f-01,update-add,"Korrektur Gewichtung in Auftragsbekanntmachung.
Aktualisierung der Vergabeunterlagen (Version 3)."
19567368-13c7-4717-8adf-135ddae9aea6,01,CON-0001,b895abca-5f61-4367-bb89-dc73d4996689-01,add-wss,"0138/058
Die Änderung ist erforderlich, da die vertraglich vorgesehene fristgerechte Kabelbeistellung durch den Auftraggeber infolge der sehr spät vorliegenden Planung nicht erfolgen konnte. Zur Sicherstellung des Bauablaufs und zur Vermeidung weiterer Terminverschiebungen war die eigenständige Kabelbeistellung durch den Auftragnehmer sowie die Ausführung hieraus resultierender Zusatzleistungen zwingend erforderlich.
0281/138
Die Änderung ist erforderlich, da im Zuge der Bauausführung festgestellt wurde, dass eine gleisseitige Abfuhr der gefällten Gehölze aus betrieblichen und sicherheitstechnischen Gründen notwendig ist. Die vertraglich vereinbarten Leistungen umfassen keine Gestellung eines Zwei-Wege-Baggers mit SKL-Anhänger für Transportleistungen. Zur Sicherstellung eines ordnungsgemäßen Bauablaufs sowie zur Einhaltung der betrieblichen Vorgaben ist der zusätzliche Einsatz des ZWB zwingend erforderlich.
0355/194
Die Änderung wurde erforderlich, weil die ausgebauten Weichenantriebe als Eigentum des Auftraggebers einer weiteren Verwendung beziehungsweise Aufbereitung zugeführt werden sollten. Hierzu war ein gesondertes Einsammeln, Transportieren und versandfertiges Verpacken der Antriebe erforderlich. Diese Leistungen waren in den Vertragsunterlagen nicht vorgesehen und konnten daher bei der ursprünglichen Kalkulation nicht berücksichtigt werden. Die Bauüberwachung bestätigt, dass die Transport- und Verpackungsleistungen nicht Bestandteil des vertraglichen Leistungsumfangs sind und dem Grunde nach einen Anspruch auf Vergütung nach § 2 Abs. 6 VOB/B begründen."
c02d75ff-4f73-41c3-8746-ab67f279f46b,01,,34c94306-f529-4e5f-9269-4c86ef69d1df-01,update-add,"Kleine Konkretisierungen auf Grund von bietenden Fragen in den Dokumenten:
* Anlage 1_HIL_AE_447_LB_V1.
* Anlage 3_TNA-Anh. 0.1_HIL_AE_447_TNA + EIGNUNG_V3."
9c21c7b4-fd30-4a13-b41c-fd92aa83e5f8,01,,0a84a075-4d22-4ccd-9586-b0de8f2526a9-02,update-add,
325cac3c-ba5f-4058-8524-ec5a6b5562c7,01,CON-0001,259092-2021,add-wss,"Lfd. Nr.: 05 - Notwendigkeit zusätzlicher Bauarbeiten, Dienstleistungen oder Lieferungen durch den ursprünglichen Auftragnehmer. Der Dienstweg zwischen Gleis 506 und der Lärmschutzwand West 5 muss wiederhergestellt werden. Eine erneute Ausschreibung würde zu zeitlichem Verzug sowie Mehrkosten und Zusatzkosten führen.
Lfd. Nr.: 06 - Für die Ausführung der Gleisfeldbeleuchtung werden gemäß der detaillierten Ausführungsplanung abweichende Kabeltypen benötigt. Technisch erforderlich sind die Typen NYY-O 4x10 mm² und NYY-O 4x16 mm². Diese Änderung ergab sich im Zuge der Planung.
Lfd. Nr.: 07- Im Bereich der Fluchttür und im Grenzbereich an den Enden des Handlaufs hat sich im Zuge der Abnahme ergeben, dass weitere LED-Elemente benötigt werden."
722a34d1-9a70-44a5-b131-3aa7cecb3bf0,01,,ab30a49b-6377-4282-86ff-3a5d535acb81-01,update-add,Die Vergabeunterlagen wurden hinsichtlich einer Produktvorgabe für das Objekt Bahnhof Brebach (Los 1) aktualisiert. Aufgrund technischer Vorgaben des Herstellers der vorhandenen Toilettenanlage ist für das betreffende Reinigungsmittel die Verwendung des in der Leistungsbeschreibung bezeichneten Produkts zwingend erforderlich.  Die Leistungsbeschreibung wurde entsprechend angepasst und als Version 2 bereitgestellt.
7cf2f3fd-2cfd-4bdc-a91f-0617a3c607bb,01,,114195cc-1df3-4c07-be01-f25cf4f47daa-01,cor-buy,Änderung der Deckungssummen für die Berufshaftpflichtversicherung
dd867525-7c3b-4ca7-be75-717b59eb4294,01,,f6952ba0-8d57-4283-b9c8-039b7759a85c-01,update-add,
4c0e180b-bc9a-43e6-bac7-35fc4082df54,01,CON-0001,a6c06c14-a843-4b5b-9b8a-11ab1749b6b9-01,add-wss,"Die Preise sind angemessen und auskömmlich. Im Zuge der Ausschreibung der Erschließungsarbeiten war die Planung, und somit auch die Erstellung des Leistungsverzeichnisses für die Lichtsignalanlage noch nicht abgeschlossen. Somit konnten diese Tiefbauarbeiten nicht in das Haupt-LV übernommen werden. Gemäß bepreistem LV der Tiefbauarbeiten im Zuge einer Ausschreibung LSA lagen die Kosten bei 114.719,50 EUR netto. Das Nachtrag endet mit einer Angebotssumme in Höhe von 87.102,77 EUR netto."
bf6239ed-5f02-4dd1-9d8d-7772fcc8eee0,01,,3b22fe82-32f2-4fb3-988b-49f54616b9e8-01,cor-buy,Änderung der Deckungssummen für die Berufshaftpflichtversicherung
24f04cdc-1d87-4457-9ca5-1dfd450fe67b,01,,654f9d3a-0f54-4a9d-ad86-4b0db5fd739e-01,cor-buy,
3c19ff19-7593-4294-ada0-ad71fa55a8f1,01,,561f19cd-a9f8-40f1-8d29-9ed44fd425a4-01,cor-buy,Korrektur des Preisblattes in der Leistungsbeschreibung
4a448abd-7f1f-4052-987f-f9aea3df2fb9,01,,8f336f4f-18ac-422a-b941-206da28f24bc-01,update-add,"Bei der Übertragung der Dateien am vergangenen Freitag ist es leider zu einem Fehler gekommen, so dass falsche Unterlagen versandt worden sind."
6c6fdea1-a35c-496f-ba69-5853b8cf1ed4,01,,aa9dccbc-c44a-4ead-9bf1-eb2079a117d8-01,update-add,"specification update
extension of the offer submission deadline"
0f82d9af-1042-4efa-bedb-f3d607ed98fe,01,,8789d880-68d7-498d-af4e-35ff13af5c1d-01,cor-buy,Änderung der Deckungssummen für die Berufshaftpflichtversicherung
d62756f0-2007-4111-b118-e5f44c943b18,01,,5264a947-056c-46c5-8fb7-7f3c1d5e0ea5-01,update-add,"Die Submission wurde von 16.09.2026, 11:00 Uhr, auf 17.09.2026, 13:00 Uhr verschoben. Die Angebotsdauer verlängert sich damit um einen Tag."
26f1848e-d8d5-4ae3-8b0c-6dca3e4bee79,01,CON-0001,49ae7c37-7cf7-47d8-a83c-0c3afd0ea003-01,add-wss,"112- Im Zuge der Bauausführung wurden Abweichungen zum Vertrag festgestellt. Diese führen zu diversen zusätzlichen Leistungen im Zusammenhang mit den taktilen Streifen, der Anpassung angrenzender Plattenbelege und der Anpassung des Schachtdeckels auf dem Hausbahnsteig. Synergieeffekte durch einheitliche Leistungsdurchführung und Leistungsbetreuung gehen verloren. Erhebliche Verzögerungen im Leistungsablauf bei besonderen zeitlichen Zwängen. Beträchtliche Zusatzkosten entstehen, weil honorarmindernde Faktoren, wie z. B. Wederholungsfaktoren bei einer getrennten Vergabe nicht in Ansatz gebracht werden können."
56833ea5-58df-41b1-8b93-69c32e3b776d,01,CON-0001,40e34693-11b3-4d76-9368-34981ae52ae8-01,add-wss,"42 -Um die vertraglich geschuldete Leistung zu erbringen, ist diese zusätzliche Leistungen für den Baufortschritt notwendig. Schwierigkeiten beim Ineinandergreifen verschiedener Leistungen, insbesondere hinsichtlich des Leistungsablaufs.Beträchtliche Zusatzkosten entstehen, weil honorarmindernde Faktoren, wie z. B. Wiederholungsfaktoren bei einer getrennten Vergabe nicht in Ansatz gebracht werden können."
89f97a08-7e7c-47ff-a36b-8cf22b175cac,01,CON-0001,129693-2023,add-wss,"034:
Ein Wechsel des Auftragnehmers wird aus technischen Gründen verhindert, da die Leistungen in unmittelbarem Zusammenhang mit den bereits beauftragten Rückbauarbeiten stehen, auf der bestehenden Baustelleneinrichtung, Entsorgungslogistik sowie den abgestimmten Bauabläufen des Auftragnehmers aufbauen und eine Übergabe an Dritte zu erheblichen Abstimmungs- und Schnittstellenproblemen führen würde.

036:
Ein Auftragnehmerwechsel ist aus technischen Gründen nicht möglich, da die Leistungen unmittelbar mit den bereits beauftragten Planungs- und Ausführungsleistungen verbunden sind und projektspezifische Schnittstellen zu den ESTW-Anlagen sowie zur Medienerschließung bestehen. Ein Wechsel würde zusätzliche Abstimmungen, Einarbeitungsaufwand sowie erhöhte Schnittstellenrisiken verursachen."
6a072c36-ff4e-4e01-9d2f-c3849aff79cd,01,CON-0001,b8ea403d-04f7-4420-9e3b-be5997a0981e-01,add-wss,"1015:
Eine Vergabe an einen weiteren/anderen AN ist nicht zweckmäßig, da ein unmittelbarer Zusammenhang mit der Vertragsleistung des AN besteht. Eine wirtschaftliche Ausführung obiger Zusatzleistung kommt somit nur durch den AN in Betracht.

1073:
Eine Vergabe an einen weiteren/anderen AN ist nicht zweckmäßig, da ein unmittelbarer Zusammenhang mit der Vertragsleistung des AN besteht. Eine wirtschaftliche Ausführung obiger Zusatzleistung kommt somit nur durch den AN in Betracht."
8db0b259-4bac-4cdb-914d-e4d1c3fdccb2,01,,1350374a-733a-4a2a-ac4e-9c600180dbc1-01,cor-pub,"korrigierter Teilnahmenatrag, der die Kriterien der Bewertungsmatrix abbildet."
2084d52a-b36f-405e-9d0f-155d89d95f94,01,,bf33fd01-24af-461f-8b11-b35df2629cee-01,cor-pub,Die Auftragsbekanntmachung wurde aufgrund der Verlängerung der Angebotsfrist korrigiert.
04867f6b-9686-4e52-a263-3c1b27c0f00a,01,,b21cf071-c34e-4d0f-b973-084f3bb79d64-01,update-add,terminliche Gründe
cb625fd4-998b-4104-9f7e-0c2c66a7c16d,01,,63e46417-aa90-4ad0-a7ca-df00c58556f8-01,update-add,
cb4cb836-775d-4166-864b-3717c808efc8,01,,aeb992a1-5383-418e-82e4-e0c56bd6b466-01,update-add,terminliche Gründe
fab52f0b-58ae-47ed-bbbc-1d3829b47040,01,,cf42950f-aa1f-4ce6-8b19-c393f7743694-01,cor-buy,"Änderung Terminplan. Aufgrund der eingegangenen Bieterfrage wurde der Ablauf der Angebotsfrist sowie alle folgendenen Termin angepasst, so dass die Bieter ausreichend Zeit für die Kalkulation haben."
b34d0781-ea79-41ab-9907-370f83e79047,01,,65648a48-d0b4-41a3-8ee8-bea00d7d5bb6-01,cor-buy,"Die Einreichfrist wurde verlängert und endet nunmehr am 06.10.2026 um 10.00 Uhr. Die Bindefrist wurde entsprechend verlängert und endet am 04.12.2026.
 
Es wurden keinerlei inhaltliche Änderungen am LV vorgenommen.
 "
aac2dd05-c839-4c68-baeb-784225a7c0be,01,CON-0001,0a863038-4360-4cd6-8208-e1dacca69d1b-01,add-wss,"11- Der AN muss die Leistungen durchführen, weil nur er die technischen Spezifikationen der Anlagen kennt und diese auch errichtet."
a5670d06-f5c1-44a2-b02e-d00fe844880e,01,,2215d1ac-bde3-4414-ac2d-35eb62c4efe0-01,update-add,Verlängerung der Angebotsfrist
a5111cb1-0261-42d7-98a0-a1b063e9b896,01,,da6a2755-d292-4d1f-85cc-bd8d9ac51f21-01,update-add,"Zusätzliche Angaben zum Erfüllungsort, Ausschlussgründe und Auswahlkriterien zusätzlich zur Leistungsbeschreibung in die Bekanntmachung mit aufgenommen"
3747dc6f-9c33-4dc6-83af-6504813c09b1,01,CON-0001,fedd3868-8416-4363-aeb6-b87bc64cad3b-01,add-wss,"AvL 005
Umstände, die der Auftraggeber trotz Beachtung der ihm obliegenden Sorgfalt nicht vorhersehen konnte: Für die Errichtung einer neuen Oberleitungsanlage auf einer Grenzbetriebsstrecke ist eine Oberleitungsvereinbarung abzuschließen. Die hierzu erforderlichen Beratungen beginnen erst mit Leistungsphase 5. In diesen Verhandlungen wurde festgestellt, dass die Vorgaben der PKP PLK S.A. und der DB InfraGO AG bei der Erkennung und Verfolgung von Kurzschlüssen voneinander abweichen: Bei der DB InfraGO AG ist gemäß Ril 997 jeder Kurzschluss zu verfolgen, im Netz der PKP PLK S.A. nur bestimmte. Daraus folgt, dass an der Betriebsführungsgrenze eine Kurzschlusserkennung zu errichten ist, die über die Fernwirkanlage an die DB Energie GmbH meldet. Dieser Umstand war zum Zeitpunkt der Ausschreibung nicht erkennbar. Gesamtcharakter des Auftrags: Der Gesamtcharakter des Auftrags bleibt unverändert, da die zusätzlichen Leistungen lediglich der Ergänzung und Optimierung der bereits beauftragten Leit- und Sicherungstechnik bzw. Fernwirktechnik dienen. Die Erstellung eines Konzepts, die Entwicklung, Lieferung und Montage der Kurzschlussmelder sowie deren Integration in die bestehende Fernwirkanlage erweitern den ursprünglichen Leistungsumfang lediglich um eine zusätzliche Überwachungs- und Meldefunktion. Weder der Vertragszweck noch die Art der geschuldeten Leistung werden grundlegend geändert. Die Maßnahme steht in engem funktionalem und technischem Zusammenhang mit dem ursprünglichen Auftragsgegenstand und dient weiterhin der Errichtung bzw. Anpassung der OLA."
1e8e8e86-5c2f-497f-9865-460e2e1cb375,01,CON-0001,7be13e54-9b88-4465-814f-31b9a147eb6e-01,add-wss,"AO004:
Eine getrennte Vergabe an einen Dritten ist aus rein technischen Gründen nicht möglich, da die zusätzlich erforderlichen Leistungen unmittelbar auf den bereits entwickelten planerischen Systementscheidungen, Berechnungsansätzen, konstruktiven Detailausbildungen sowie den projektspezifischen Randbedingungen aufbauen. Die Planung stellt ein in sich geschlossenes technisches Gesamtsystem dar, dessen innere Logik, Bemessungsgrundlagen und Schnittstellenkoordination ausschließlich beim ursprünglichen Auftragnehmer vollständig nachvollziehbar und konsistent fortführbar sind. Eine Übertragung einzelner Leistungsbestandteile auf einen Dritten würde zu methodischen Brüchen, Inkonsistenzen in der Nachweisführung, Unklarheiten in der"
a00511c6-9a64-4118-811c-0f238982651a,01,CON-0001,493ad5cb-bc49-4ec3-8796-d9dd2b9ab7b0-01,add-wss,"AvL010 - Die Baustelle ist durch viele einzelne Sperrpausen, parallele Arbeiten und das Zusammenspiel verschiedener Bauvertragsfirmen sowie Gewerke, die zur Einhaltung des abgestimmten Bauablaufs nahtlos ineinandergreifen müssen, gekennzeichnet. Der AN ist mit der Errichtung der Außenanlagen bei den Modulgebäuden beauftragt. Aus technischer Sicht und um einen reibungslosen Bauablauf und eine effiziente Durchführung der Arbeiten in den eng getakteten Sperrpausen zu erzielen, ist es sinnvoller die zusätzliche Leistung durch den beauftragten AN ausführen zu lassen. Der AN ist mit den technischen Unterlagen sowie Vorgängen vertraut und kennt sich mit den projektspezifischen sowie örtlichen Gegebenheiten und Anforderungen aus. Ein anderer AN müsste sich zunächst umfassend einarbeiten und bringt somit die Beauftragung bzw. Hinzunahme eines anderen AN neben technischen Risiken auch ein hohes Risiko für Verzögerungen mit sich. Ein Wechsel des AN ist aus technischen Gründen nicht möglich."
