noticeIdentifier,noticeVersion,organisationName,organisationIdentifier,organisationCity,organisationPostCode,organisationCountrySubdivision,organisationCountryCode,organisationInternetAddress,organisationNaturalPerson,organisationRole,buyerProfileURL,buyerLegalType,buyerContractingEntity,winnerSize,winnerOwnerNationality,winnerListed
a9cb14a8-596e-478a-a3e9-d94670549370,01,Landratsamt Main-Tauber-Kreis,00,Tauberbischofsheim,97941,DE11B,DEU,https://www.main-tauber-kreis.de,,buyer,https://www.vergabe24.de,kommun-beh,,,,
a9cb14a8-596e-478a-a3e9-d94670549370,01,Vergabekammer Baden-Württemberg Regierungspräsidium Karlsruhe,0725642,Karlsruhe,76137,DE122,DEU,,,reviewer,,,,,,
ce81ab80-ec22-4e38-96c7-a762aaf4761a,01,Gebäudemanagement Schleswig-Holstein AöR,01-2002-79,Lübeck,23566,DEF03,DEU,https://www.gmsh.de,,,,,,,,
ce81ab80-ec22-4e38-96c7-a762aaf4761a,01,"Vergabekammer Schleswig-Holstein im Ministerium für Wirtschaft, Verkehr, Arbeit, Technologie und Tourismus",t:04319884640,Kiel,24105,DEF02,DEU,https://www.schleswig-holstein.de,,reviewer,,,,,,
ce81ab80-ec22-4e38-96c7-a762aaf4761a,01,Stadt Heide,t: 048168500,Heide,25746,DEF05,DEU,https://www.heide.de/,,buyer,https://www.e-vergabe-sh.de,kommun-beh,,,,
ce81ab80-ec22-4e38-96c7-a762aaf4761a,01,VS Vereinigte Spezialmöbelfabriken GmbH & Co. KG,DE 146587381,Dortmund,44141,DEA52,DEU,,,winner,,,,large,DEU,
154276a1-4b77-4421-affc-870c5617d15b,01,DEGES Deutsche Einheit Fernstraßenplanungs- und -bau GmbH,999999,Berlin,10117,DE300,DEU,https://www.deges.de,,buyer,https://vergabe.deges.de,pub-undert,,,,
154276a1-4b77-4421-affc-870c5617d15b,01,Vergabekammern des Bundes,'---,Bonn,53113,DEA22,DEU,,,reviewer,,,,,,
154276a1-4b77-4421-affc-870c5617d15b,01,DEGES - Abt. R5,999999,Berlin,10117,DE300,DEU,,,,,,,,,
154276a1-4b77-4421-affc-870c5617d15b,01,HNL Ingenieur- und Prüfgesellschaft mbH,DE134793936,Prisdorf,25497,DEF09,DEU,,,tenderer,,,,medium,,False
8bb86434-f323-438c-b410-688eea1e9382,01,Gemeindevorstand der Gemeinde Heuchelheim a. d. Lahn,'-,Heuchelheim,35452,DE721,DEU,,,buyer,,kommun-beh,,,,
8bb86434-f323-438c-b410-688eea1e9382,01,Vergabekammer des Landes Hessen beim Regierungspräsidium Darmstadt,t:06151126603,Darmstadt,64283,DE711,DEU,,,reviewer,,,,,,
8bb86434-f323-438c-b410-688eea1e9382,01,Dachtechnik Weinand und Pauken GmbH,DE191719022,Kaisersesch,56759,DEB1C,DEU,,,tenderer,,,,large,,False
44c726f4-e15d-43d3-84a5-0ceb2ecbff2a,01,Landratsamt Main-Tauber-Kreis,00,Tauberbischofsheim,97941,DE11B,DEU,https://www.main-tauber-kreis.de,,buyer,https://www.vergabe24.de,kommun-beh,,,,
44c726f4-e15d-43d3-84a5-0ceb2ecbff2a,01,Vergabekammer Baden-Württemberg Regierungspräsidium Karlsruhe,0725642,Karlsruhe,76137,DE122,DEU,,,reviewer,,,,,,
b225ac0d-7f96-4f8c-b700-3633e085621c,01,Berliner Wasserbetriebe,DE136630247,Berlin,10179,DE300,DEU,http://www.bwb.de,,buyer,http://www.bwb.de,anst-oer-land,,,,
b225ac0d-7f96-4f8c-b700-3633e085621c,01,Vergabekammer des Landes Berlin,UST-ID DE296830277,Berlin,10825,DE300,DEU,https://www.berlin.de/sen/wirtschaft/wirtschaft-und-technologie/wirtschaftsrecht/vergabekammer/,,reviewer,,,,,,
b225ac0d-7f96-4f8c-b700-3633e085621c,01,Vergabekammer des Landes Berlin,UST-ID DE296830277,Berlin,10825,DE300,DEU,https://www.berlin.de/sen/wirtschaft/wirtschaft-und-technologie/wirtschaftsrecht/vergabekammer/,,,,,,,,
b225ac0d-7f96-4f8c-b700-3633e085621c,01,Vergabekammer des Landes Berlin,UST-ID DE296830277,Berlin,10825,DE300,DEU,https://www.berlin.de/sen/wirtschaft/wirtschaft-und-technologie/wirtschaftsrecht/vergabekammer/,,mediator,,,,,,
b225ac0d-7f96-4f8c-b700-3633e085621c,01,Brenntag GmbH,DE811144348,Essen,46131,DEA13,DEU,,,tenderer,,,,large,,True
bf6239ed-5f02-4dd1-9d8d-7772fcc8eee0,01,Landkreis Vechta,03460-0-88,Vechta,49377,DE94F,DEU,https://www.landkreis-vechta.de,,buyer,https://www.deutsches-ausschreibungsblatt.de,kommun-beh,,,,
bf6239ed-5f02-4dd1-9d8d-7772fcc8eee0,01,"Vergabekammer Niedersachsen beim Nds. Ministerium für Wirtschaft, Verkehr und Bauen",t:04131153308,Lüneburg,21339,DE935,DEU,https://www.mw.niedersachsen.de,,reviewer,,,,,,
01a08a75-f5eb-4e4c-83c5-60b164ebe35b,01,Stadt Heidenau,14628160-SV01-66,Heidenau,01809,DED2F,DEU,https://www.heidenau.de,,buyer,,kommun-beh,,,,
01a08a75-f5eb-4e4c-83c5-60b164ebe35b,01,Vergabekammer des Freistaates Sachsen bei der Landesdirektion Sachsen,keine,Dresden,01099,DED21,DEU,,,reviewer,,,,,,
01a08a75-f5eb-4e4c-83c5-60b164ebe35b,01,PTF-Bau Meißen GmbH,keine,Meißen,01662,DED2E,DEU,,,tenderer,,,,small,,
01a08a75-f5eb-4e4c-83c5-60b164ebe35b,01,Meisterwerk Malermeister Steven Bäckmann,keine,Lichtenberg,01896,DED2F,DEU,,,tenderer,,,,small,,
01a08a75-f5eb-4e4c-83c5-60b164ebe35b,01,TOP Gebäudereinigung Sachsen GmbH & Co. KG,keine,Moritzburg/ OT Boxdorf,01468,DED2E,DEU,,,tenderer,,,,medium,,
01a08a75-f5eb-4e4c-83c5-60b164ebe35b,01,Lippert GmbH,keine,Pirna,01796,DED2F,DEU,,,tenderer,,,,medium,,
01a08a75-f5eb-4e4c-83c5-60b164ebe35b,01,Tischlerei Winkler,keine,Lampertswalde,01561,DED2E,DEU,,,tenderer,,,,small,,
01a08a75-f5eb-4e4c-83c5-60b164ebe35b,01,Trockenbau Großer GmbH & Co.KG,keine,Langenhennersdorf,01819,DED2F,DEU,,,tenderer,,,,medium,,
e79bb7f2-a797-4169-abb8-05686d80f70c,01,"Bundesrepublik Deutschland, vertreten durch das Bundesministerium des Innern, vertreten durch das Beschaffungsamt des BMI",t:0049228996100,Bonn,53119,DEA22,DEU,http://www.bescha.bund.de,,buyer,,omu-bbeh-niedrig,,,,
e79bb7f2-a797-4169-abb8-05686d80f70c,01,Vergabekammer des Bundes,t:022894990,Bonn,53113,DEA22,DEU,http://www.bundeskartellamt.de,,reviewer,,,,,,
e79bb7f2-a797-4169-abb8-05686d80f70c,01,INFODAS,DE122810060,Köln,50765,DEA23,DEU,,,tenderer,,,,medium,,False
9fab6856-357f-44cb-a8f7-1b3a015751da,01,"Land Hessen, vertreten durch das Hessische Competence Center -Beschaffungen-",DE 212 133 546,Wiesbaden,65189,DE714,DEU,https://vergabe.hessen.de,,buyer,,omu-lbeh,,,,
9fab6856-357f-44cb-a8f7-1b3a015751da,01,Vergabekammer des Landes Hessen beim Regierungspräsidium Darmstadt,DE 812 056 745,Darmstadt,64283,DE714,DEU,,,reviewer,,,,,,
9fab6856-357f-44cb-a8f7-1b3a015751da,01,Volkswafen Leasing GmbH,DE8111115317,Braunschweig,38112,DE911,DEU,,,tenderer,,,,large,,False
49e40c9c-e25d-42bb-a417-c5e2c40be8b5,01,Landesdirektion Sachsen,14-0304089LDS02-72,Chemnitz,09105,DED41,DEU,https://www.lds.sachsen.de/,,buyer,,omu-lbeh,,,,
49e40c9c-e25d-42bb-a417-c5e2c40be8b5,01,1. Vergabekammer des Freistaates Sachsen bei der Landesdirektion Sachsen,14-0304089LDS02-72,Leipzig,04107,DED51,DEU,https://www.lds.sachsen.de/index.asp?ID=4421&art_param=363,,reviewer,,,,,,
49e40c9c-e25d-42bb-a417-c5e2c40be8b5,01,1. Vergabekammer des Freistaates Sachsen bei der Landesdirektion Sachsen,14-0304089LDS02-72,Leipzig,04107,DED51,DEU,https://www.lds.sachsen.de/index.asp?ID=4421&art_param=363,,,,,,,,
1bc79d4d-4082-437e-9e3a-1e7a5bfcbe89,01,HTC Uhlenhorst Mülheim e.V.,Vereinsregisternummer (Amtsgericht Duisburg): 50713,Mülheim an der Ruhr,45479,DEA16,DEU,https://www.htc-uhlenhorst.de/,,buyer,,org-sub,,,,
1bc79d4d-4082-437e-9e3a-1e7a5bfcbe89,01,Vergabekammer Nordrhein-Westfalen bei der Bezirksregierung Münster,DE164242157,Münster,48147,DEA33,DEU,https://www.bezreg-muenster.de/de/wirtschaft_finanzen_kommunalaufsicht/vergabekammer_westfalen/index.html,,reviewer,,,,,,
1bc79d4d-4082-437e-9e3a-1e7a5bfcbe89,01,Elektro-Montagen Greb GmbH,DE119818827,Essen,45149,DEA13,DEU,https://www.elektro-greb.de/,,tenderer,,,,medium,DEU,False
24f04cdc-1d87-4457-9ca5-1dfd450fe67b,01,Stadt Nürnberg Hochbauamt SöR,c401a6a2-5015-4229-b0a7-0304ff817955,Nürnberg,90489,DE254,DEU,https://www.nuernberg.de/internet/hochbauamt/,,buyer,,kommun-beh,,,,
24f04cdc-1d87-4457-9ca5-1dfd450fe67b,01,Vergabekammer Nordbayern bei der Regierung von Mittelfranken,855daf8c-fe9f-4b20-b84c-8e495602d628,Ansbach,91522,DE251,DEU,https://www.regierung.mittelfranken.bayern.de/,,reviewer,,,,,,
24f04cdc-1d87-4457-9ca5-1dfd450fe67b,01,"Stadt Nürnberg, Rechtsamt, Abteilung 3-VMN",42c9c6cf-cf68-4f0a-863c-fd6e52b1ce0d,Nürnberg,90402,DE254,DEU,https://www.nuernberg.de/internet/rechtsamt/vergabemanagement.html,,,,,,,,
3c19ff19-7593-4294-ada0-ad71fa55a8f1,01,Landesamt für Steuern und Finanzen (ZeBS),14-0404012LSF01-23,Chemnitz,09111,DED41,DEU,https://www.lsf.sachsen.de/,,buyer,,omu-lbeh,,,,
3c19ff19-7593-4294-ada0-ad71fa55a8f1,01,1. Vergabekammer des Freistaates Sachsen bei der Landesdirektion Sachsen,vergabekammer@lds.sachsen.de,Leipzig,04107,DED51,DEU,https://www.lds.sachsen.de/index.asp?ID=4421&art_param=363,,reviewer,,,,,,
3c19ff19-7593-4294-ada0-ad71fa55a8f1,01,1. Vergabekammer des Freistaates Sachsen bei der Landesdirektion Sachsen,vergabekammer@lds.sachsen.de,Leipzig,04107,DED51,DEU,https://www.lds.sachsen.de/index.asp?ID=4421&art_param=363,,,,,,,,
4a448abd-7f1f-4052-987f-f9aea3df2fb9,01,"Stadt Bochum, Referat Zentrale Vergabestelle",05911-31001-89,Bochum,44787,DEA51,DEU,,,buyer,,kommun-beh,,,,
4a448abd-7f1f-4052-987f-f9aea3df2fb9,01,Vergabekammer Westfalen bei der Bezirksregierung Münster,05515-03004-07,Münster,48147,DEA33,DEU,,,reviewer,,,,,,
6c6fdea1-a35c-496f-ba69-5853b8cf1ed4,01,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,993-80072-52,Eschborn,65760,DE71A,DEU,https://www.giz.de,,buyer,,pub-undert-cga,,,,
6c6fdea1-a35c-496f-ba69-5853b8cf1ed4,01,Vergabekammern des Bundes,022894990,Bonn,53113,DEA22,DEU,https://www.bundeskartellamt.de,,reviewer,,,,,,
ea6b8124-9d3e-47b1-8200-425ac8a738d0,01,Tourismusverband Spreewald e. V.,UStID 154439104,Vetschau/Spreewald,03226,DE40B,DEU,http://www.spreewald.de,,buyer,,pub-undert-ra,,,,
ea6b8124-9d3e-47b1-8200-425ac8a738d0,01,Auftragsberatungsstelle Brandenburg e.V.,DE213720220,Potsdam,14480,DE404,DEU,,,serv-prov,,,,,,
ea6b8124-9d3e-47b1-8200-425ac8a738d0,01,"Vergabekammer des Landes Brandenburg beim Ministerium Wirtschaft, Energie, Klimaschutz und Europa",t:03318661719,Potsdam,14473,DE404,DEU,https://mweke.brandenburg.de/de/vergabekammer-nachpr%C3%BCfungsverfahren/bb1.c.478846.de,,reviewer,,,,,,
ea6b8124-9d3e-47b1-8200-425ac8a738d0,01,PROJECT M GmbH,HRB 165964,Hamburg,20459,DE600,DEU,,,tenderer,,,,small,DEU,False
0f82d9af-1042-4efa-bedb-f3d607ed98fe,01,Landkreis Vechta,03460-0-88,Vechta,49377,DE94F,DEU,https://www.landkreis-vechta.de,,buyer,https://www.deutsches-ausschreibungsblatt.de,kommun-beh,,,,
0f82d9af-1042-4efa-bedb-f3d607ed98fe,01,"Vergabekammer Niedersachsen beim Nds. Ministerium für Wirtschaft, Verkehr und Bauen",t:04131153308,Lüneburg,21339,DE935,DEU,https://www.mw.niedersachsen.de,,reviewer,,,,,,
d62756f0-2007-4111-b118-e5f44c943b18,01,Gemeindeverwaltung Möglingen,DE146128227,Möglingen,71696,DE115,DEU,https://www.moeglingen.de/de/impressum,,buyer,https://plattform.aumass.de/Veroeffentlichung/av283292-eu,omu-lbeh,,,,
d62756f0-2007-4111-b118-e5f44c943b18,01,Vergabekammer Baden-Württemberg beim Regierungspräsidium Karlsruhe,'-,Karlsruhe,76137,DE122,DEU,https://rp.baden-wuerttemberg.de,,reviewer,,,,,,
cf7fd649-8c6c-4db7-aeaa-8b6adf173b11,01,"Stadt Frankfurt am Main, Grünflächenamt",DE 114 110 388,Frankfurt am Main,60327,DE712,DEU,https://www.vergabe.stadt-frankfurt.de,,buyer,https://www.vergabe.stadt-frankfurt.de,kommun-beh,,,,
cf7fd649-8c6c-4db7-aeaa-8b6adf173b11,01,Vergabekammern des Landes Hessen bei dem Regierungspräsidium Darmstadt,t:06151126603,Darmstadt,64283,DE711,DEU,,,reviewer,,,,,,
cf7fd649-8c6c-4db7-aeaa-8b6adf173b11,01,"Stadt Frankfurt am Main, Grünflächenamt",DE 114 110388,Frankfurt am Main,60327,DE712,DEU,https://www.vergabe.stadt-frankfurt.de,,,,,,,,
bb722a54-0ab3-4fed-ab47-3f00b6ada783,01,Gemeinde Hüllhorst über Kreis Minden-Lübbecke,6662,Minden,32423,DEA46,DEU,https://www.deutsche-evergabe.de,,buyer,https://www.deutsche-evergabe.de,kommun-beh,,,,
bb722a54-0ab3-4fed-ab47-3f00b6ada783,01,Vergabekammer Westfalen,feb66d38-d16d-4777-a417-140026327acc,Münster,48147,DEA33,DEU,,,reviewer,,,,,,
5f734b5e-89a1-4d03-87e5-eb2f15ad7a35,01,Struktur-Förderung Braunschweig GmbH,13413,Braunschweig,38100,DE911,DEU,https://www.deutsche-evergabe.de,,buyer,https://www.deutsche-evergabe.de,koerp-oer-kommun,,,,
5f734b5e-89a1-4d03-87e5-eb2f15ad7a35,01,"Vergabekammer Niedersachsen beim Nds. Ministerium für Wirtschaft, Arbeit, Verkehr und Digitalisierung",0261c3db-c009-4805-bf98-afff48993024,Lüneburg,21339,DE935,DEU,,,reviewer,,,,,,
069f2e57-7452-4eec-8c81-59e0faf49d5e,01,SBH | Schulbau Hamburg,62f0f0af-9431-411a-8f96-be7b21daafb8,Hamburg,20355,DE600,DEU,https://schulbau.hamburg,,buyer,https://schulbau.hamburg,omu-lbeh,,,,
069f2e57-7452-4eec-8c81-59e0faf49d5e,01,Vergabekammer bei der Behörde für Stadtentwicklung und Wohnen,19a7d79f-4d82-4e82-ae5c-6ee7ea5df0b5,Hamburg,21109,DE600,DEU,https://www.hamburg.de/behoerdenfinder/info/11725154/,,reviewer,,,,,,
069f2e57-7452-4eec-8c81-59e0faf49d5e,01,SBH | Schulbau Hamburg,85b322a2-fc67-45d7-b38d-202dd3dddec4,Hamburg,20355,DE600,DEU,https://schulbau.hamburg,,,,,,,,
c1fccf1b-9a52-4960-a3e3-1066df557382,01,Stadt Rheine,055660076076-31001-06,Rheine,48431,DEA37,DEU,,,buyer,,kommun-beh,,,,
c1fccf1b-9a52-4960-a3e3-1066df557382,01,Vergabekammer Westfalen bei der Bezirksregierung Münster,05515-03004-07,Münster,48147,DEA33,DEU,https://www.bezreg-muenster.de,,reviewer,,,,,,
c1fccf1b-9a52-4960-a3e3-1066df557382,01,Hagemann & Henrichsmann GmbH,DE124376107,Steinfurt,48565,DEA37,DEU,http://www.hagemann-henrichsmann.de,,tenderer,,,,small,DEU,False
7b2a1a74-b527-473f-a088-7888d6e200fb,01,Landesbetrieb Forst Brandenburg - Vergabemanagement Standort Eberswalde,DE 274547624,Eberswalde,16225,DE405,DEU,https://forst.brandenburg.de/lfb/de/,,buyer,,omu-lbeh,,,,
7b2a1a74-b527-473f-a088-7888d6e200fb,01,Vergabekammer des Landes Brandenburg,12-121096894457006-49,Potsdam,14473,DE404,DEU,https://mwae.brandenburg.de,,reviewer,,,,,,
7b2a1a74-b527-473f-a088-7888d6e200fb,01,"Ministerium für Land- und Ernährungswirtschaft, Umwelt und Verbraucherschutz des Landes Brandenburg",DE812803867,Potsdam,14467,DE404,DEU,https://mleuv.brandenburg.de/mleuv/de/,,mediator,,,,,,
26f1848e-d8d5-4ae3-8b0c-6dca3e4bee79,01,DB Netz AG (Bukr 16),f45ee0d3-f9b6-44f0-846d-0c10b6f61a37,Frankfurt Main,60327,DE712,DEU,https://www.deutschebahn.com/bieterportal,,buyer,,,,,,
26f1848e-d8d5-4ae3-8b0c-6dca3e4bee79,01,Vergabekammer des Bundes,0a9ea480-08e4-4ab6-bf12-d722d0ad54b6,Bonn,53113,DEA22,DEU,,,reviewer,,,,,,
26f1848e-d8d5-4ae3-8b0c-6dca3e4bee79,01,H. Klostermann Baugesellschaft mbH,2cd108e9-db2a-41c4-8afe-6c450bcdfc7c,Hamm-Uentrop,59071,DEA54,DEU,,,tenderer,,,,,,
0d06762e-e42a-44c3-96ef-618a5fa055fd,01,Universitätsklinikum Frankfurt,b4de81dd-0ac5-4bd1-9bae-1b5289e7368a,Frankfurt am Main,60590,DE712,DEU,https://www.unimedizin-ffm.de/,,buyer,,anst-oer-land,,,,
0d06762e-e42a-44c3-96ef-618a5fa055fd,01,Vergabekammer des Landes Hessen beim Regierungspräsidium Darmstadt,30fc3f66-38e6-47e7-ad87-98e318738b30,Darmstadt,64283,DE711,DEU,http://www.rp-darmstadt.hessen.de,,reviewer,,,,,,
0d06762e-e42a-44c3-96ef-618a5fa055fd,01,Universitätsklinikum Frankfurt,e9ab2712-2531-4aaf-98c3-aa3720f38a31,Frankfurt am Main,60590,DE712,DEU,https://www.kgu.de,,,,,,,,
0d06762e-e42a-44c3-96ef-618a5fa055fd,01,Axians Networks & Solutions GmbH,a176c61b-fc2c-4b0d-a8a1-e4b27357ffc8,Frankfurt,60528,DE712,DEU,,,tenderer,,,,large,,
56833ea5-58df-41b1-8b93-69c32e3b776d,01,DB Netz AG (Bukr 16),f45ee0d3-f9b6-44f0-846d-0c10b6f61a37,Frankfurt Main,60327,DE712,DEU,https://www.deutschebahn.com/bieterportal,,buyer,,,,,,
56833ea5-58df-41b1-8b93-69c32e3b776d,01,Vergabekammer des Bundes,0a9ea480-08e4-4ab6-bf12-d722d0ad54b6,Bonn,53113,DEA22,DEU,,,reviewer,,,,,,
56833ea5-58df-41b1-8b93-69c32e3b776d,01,Implenia Civil Engineering GmbH,5f0127dc-47d2-4e66-93cd-3a27c6b67caa,Raunheim,65479,DE717,DEU,,,tenderer,,,,,,
ccfe1ec7-0145-4cc5-a866-6058305a1906,01,Stadt Ahaus,055540004004-31001-39,Ahaus,48683,DEA34,DEU,http://www.stadt-ahaus.de,,buyer,http://www.stadt-ahaus.de/vergabestelle,kommun-beh,,,,
ccfe1ec7-0145-4cc5-a866-6058305a1906,01,Vergabekammer Westfalen,05515-03004-07,Münster,48147,DEA33,DEU,https://www.bezreg-muenster.de,,reviewer,,,,,,
719c0678-a8c7-4e34-9073-1ea5837a8f61,01,"ZfP Calw - Klinikum Nordschwarzwald, Abt. Bau & Technik",t:07051586-2604,Calw-Hirsau,75365,DE12A,DEU,https://www.kn-calw.de,,buyer,https://www.kn-calw.de,koerp-oer-land,,,,
719c0678-a8c7-4e34-9073-1ea5837a8f61,01,Vergabekammer Baden-Württemberg (im Regierungspräsidium Karlsruhe),07219268730,Karlsruhe,76131,DE122,DEU,https://www.rp.baden-wuerttemberg.de,,reviewer,,,,,,
719c0678-a8c7-4e34-9073-1ea5837a8f61,01,Vergabekammer Baden-Württemberg (im Regierungspräsidium Karlsruhe),0721-9268730,Karlsruhe,76131,DE122,DEU,https://www.rp.baden-wuerttemberg.de,,,,,,,,
719c0678-a8c7-4e34-9073-1ea5837a8f61,01,Vergabekammer Baden-Württemberg (im Regierungspräsidium Karlsruhe),0721.9268730,Karlsruhe,76131,DE122,DEU,https://www.rp.baden-wuerttemberg.de,,mediator,,,,,,
89f97a08-7e7c-47ff-a36b-8cf22b175cac,01,DB Netz AG (Bukr 16),f45ee0d3-f9b6-44f0-846d-0c10b6f61a37,Frankfurt Main,60327,DE712,DEU,https://www.deutschebahn.com/bieterportal,,buyer,,,,,,
89f97a08-7e7c-47ff-a36b-8cf22b175cac,01,Vergabekammer des Bundes,0a9ea480-08e4-4ab6-bf12-d722d0ad54b6,Bonn,53113,DEA22,DEU,,,reviewer,,,,,,
89f97a08-7e7c-47ff-a36b-8cf22b175cac,01,Emch + Berger Projekt GmbH,b7673f11-e7ba-4201-85ea-61d3636cfddb,Berlin,10963,DE300,DEU,,,tenderer,,,,,,
255a6420-e1db-4b4a-bd00-02847c49b7bd,01,Fraport AG,04523335133,Frankfurt am Main,60547,DE712,DEU,https://www.fraport.com/,,buyer,https://xvergabe.de/,,,,,
255a6420-e1db-4b4a-bd00-02847c49b7bd,01,Vergabekammer des Landes Hessen,062263002917,Darmstadt,64283,DE711,DEU,http://www.rp-darmstadt.hessen.de/,,reviewer,,,,,,
255a6420-e1db-4b4a-bd00-02847c49b7bd,01,Vergabekammer des Landes Hessen,0 62263002917,Darmstadt,64283,DE711,DEU,http://www.rp-darmstadt.hessen.de/,,,,,,,,
255a6420-e1db-4b4a-bd00-02847c49b7bd,01,Vergabekammer des Landes Hessen,06 2263002917,Darmstadt,64283,DE711,DEU,http://www.rp-darmstadt.hessen.de,,mediator,,,,,,
fef55906-ff0b-49ed-baed-06312268141a,01,Bundesrepublik Deutschland vertreten durch das Staatliche Baumanagement Niedersachsen,03-0268000000-65,Bad Iburg,49186,DE94E,DEU,https://www.nlbl.niedersachsen.de,,buyer,https://www.vergabe.niedersachsen.de,omu-bbeh-niedrig,,,,
fef55906-ff0b-49ed-baed-06312268141a,01,Staatliches Baumanagement Region Nord-West,t:054037302500,Bad Iburg,49186,DE94E,DEU,https://www.nlbl.niedersachsen.de,,,,,,,,
fef55906-ff0b-49ed-baed-06312268141a,01,Vergabekammer des Bundes,t:022894990,Bonn,53123,DEA22,DEU,https://www.bundeskartellamt.de,,reviewer,,,,,,
fef55906-ff0b-49ed-baed-06312268141a,01,Raumausstatter Kusch GmbH & Co. KG,HRA 202693,Zetel,26340,DE94A,DEU,,,tenderer,,,,small,DEU,False
6a072c36-ff4e-4e01-9d2f-c3849aff79cd,01,DB InfraGO AG – Geschäftsbereich Fahrweg (Bukr 16),fb197f94-7578-4673-8a57-4642ae120532,Frankfurt Main,60327,DE712,DEU,http://www.deutschebahn.com/bieterportal/,,buyer,,,,,,
6a072c36-ff4e-4e01-9d2f-c3849aff79cd,01,Vergabekammer des Bundes,0a9ea480-08e4-4ab6-bf12-d722d0ad54b6,Bonn,53113,DEA22,DEU,,,reviewer,,,,,,
6a072c36-ff4e-4e01-9d2f-c3849aff79cd,01,Grötz GmbH & Co. KG,919d578c-836f-43c8-8b82-f8a7cfec1623,Gaggenau,76571,DE124,DEU,,,tenderer,,,,,,
8db0b259-4bac-4cdb-914d-e4d1c3fdccb2,01,Staatl. Hochbauamt Schwäbisch Hall,08-A5683-76,Schwäbisch Hall,74523,DE11A,DEU,https://www.bundesbau-bw.de,,buyer,,omu-lbeh,,,,
8db0b259-4bac-4cdb-914d-e4d1c3fdccb2,01,Vergabekammer des Bundes beim Bundeskartellamt,'----,Bonn,53123,DEA22,DEU,,,reviewer,,,,,,
8db0b259-4bac-4cdb-914d-e4d1c3fdccb2,01,Staatliches Hochbauamt Schwäbisch Hall,'---,Schwäbisch Hall,74523,DE111,DEU,https://www.bundesbau-bw.de,,,,,,,,
a9a85eaa-02be-4d44-9519-cd119a5374cc,01,Submission,Landkreis Kassel,Kassel,34117 Kassel,DE734,DEU,https://landkreiskassel.de/,,serv-prov,,,,,,
a9a85eaa-02be-4d44-9519-cd119a5374cc,01,Vergabekammer des Landes Hessen beim Regierungspräsidium Darmstadt,Vergabekammer des Landes Hessen,Darmstadt,64283,DE711,DEU,https://rp-darmstadt.hessen.de/infrastruktur-und-wirtschaft/oeffentliches-auftragswesen/vergabekammer,,reviewer,,,,,,
a9a85eaa-02be-4d44-9519-cd119a5374cc,01,"Stadt Baunatal (Gebietskörperschaft des öffentlichen Rechts), vertreten durch den Magistrat",056149920,Baunatal,34225,DE734,DEU,https://www.baunatal.de,,buyer,https://landkreiskassel.de/,kommun-beh,,,,
ea8f1a43-9513-41a0-8a4d-0cd582862db3,01,Stadt Trier,a3986a1e-f04a-4c29-9722-d22bec09d467,Trier,54290,DEB21,DEU,http://www.trier.de,,buyer,,kommun-beh,,,,
ea8f1a43-9513-41a0-8a4d-0cd582862db3,01,"Ministerium für Wirtschaft, Tourismus, Energie und Klima",2ef520ea-8b6d-41c7-82ab-2d9be8ace693,Mainz,55116,DEB35,DEU,,,reviewer,,,,,,
ea8f1a43-9513-41a0-8a4d-0cd582862db3,01,Stadtverwaltung Trier,36f8d8c8-f31c-4b41-81ef-1fd43d264e68,Trier,54290,DEB21,DEU,http://www.trier.de/,,,,,,,,
ea8f1a43-9513-41a0-8a4d-0cd582862db3,01,SoftwareOne Deutschland GmbH,edcdfddb-d4d8-4c4a-9e2d-6e0ece4f8093,Leipzig,04329,DED51,DEU,,,tenderer,,,,large,,
ea399951-3dbe-4ef5-bed6-49aca30291ac,01,"Kreisausschuss des Rheingau-Taunus-Kreises, Fachdienst IV.5",RTK1,Bad Schwalbach,65307,DE71D,DEU,https://www.rheingau-taunus.de,,buyer,,kommun-beh,,,,
ea399951-3dbe-4ef5-bed6-49aca30291ac,01,Rheingau-Taunus-Kreis - Zentrale Vergabestelle,RTK3,Bad Schwalbach,65307,DE71D,DEU,,,,,,,,,
ea399951-3dbe-4ef5-bed6-49aca30291ac,01,Vergabekammer des Landes Hessen,VK1,Darmstadt,64283,DE711,DEU,,,reviewer,,,,,,
ea399951-3dbe-4ef5-bed6-49aca30291ac,01,Vergabekammer des Landes Hessen,VK2,Darmstadt,64283,DE711,DEU,,,,,,,,,
ea399951-3dbe-4ef5-bed6-49aca30291ac,01,Vergabekammer des Landes Hessen,VK3,Darmstadt,64283,DE711,DEU,,,mediator,,,,,,
d54ec781-962f-409c-a82b-f09e4e169ca3,01,"Kreisausschuss Main-Taunus-Kreis, Hochbau- und Liegenschaftsamt",DE113823995,Hofheim am Taunus,65719,DE71A,DEU,,,buyer,,anst-oer-kommun,,,,
d54ec781-962f-409c-a82b-f09e4e169ca3,01,"Kreisausschuss Main-Taunus-Kreis, Hochbau- und Liegenschaftsamt",DE113823995,Hofheim am Taunus,65719,DE71A,DEU,,,reviewer,,,,,,
d54ec781-962f-409c-a82b-f09e4e169ca3,01,Vergabekammer des Landes Hessen beim Regierungspräsidium Darmstadt,06151 12-6603,Darmstadt,64283,DE711,DEU,,,mediator,,,,,,
